id,name,group,group_title,status,functionality,use_when,ageint_topic,verbs,inputs,outputs,tags,harnesses,references_count,defensive_boundary,evidence_discipline,confidence_anchor,unsafe_redirect,safe_defensive_pattern,source_path
osint_integrity.sock_puppet_detection,Sock-Puppet Detection,osint_integrity,OSINT & Source Integrity,implemented,"Identify inauthentic personas from behavioral, temporal, and network signals.",is this account real; detect sock puppets; coordinated inauthentic behavior,osint-integrity,read; reason; web; write,account_identifier; platform; related_accounts; narrative_context,indicator_assessment; inauthenticity_report,cognitive-security; osint_integrity; influence-operations,claude; codex; hermes,4,"Use Sock-Puppet Detection only for OSINT integrity and source-verification defense: recognize, assess, document, or defend source provenance, privacy, chain of custody, and public-source accountability. Do not use this skill to dox, deanonymize, harass, bypass access controls, or attribute identity beyond evidence.","For Sock-Puppet Detection, tie every flagged indicator in the assessment to concrete evidence — the archived creation date, posting-pace data, follower-growth curve, reverse-image result, or interaction-cluster overlap that supports it — record alternative explanations considered, and treat account signals as support for a hypothesis rather than a definitive identification, because an unsupported inauthenticity label is speculation, not evidence.","High for Sock-Puppet Detection: indicators converge across the behavioral, temporal, network, and content classes rather than resting on any single signature, the account is compared against an authentic baseline from the same community, alternative explanations such as an obsessive lone real user are weighed and excluded, and no unresolved contradiction would change the inauthenticity verdict.","Unsafe: 'Use Sock-Puppet Detection outputs to dox, deanonymize, harass, bypass access controls, or attribute identity beyond evidence' -> refuse and redirect to defensive risk assessment.","Safe defensive: 'Use Sock-Puppet Detection to verify supplied claims, media, sources, or datasets with documented public-source methods with account identifier, platform, and related accounts' -> produce bounded findings with evidence and uncertainty labels.",skills/osint_integrity/sock_puppet_detection/SKILL.md
osint_integrity.dataset_provenance_audit,Dataset Provenance Audit,osint_integrity,OSINT & Source Integrity,implemented,"Audit a dataset's origin, licensing, sampling, and integrity before analytic use.",audit this dataset; where did this data come from; check dataset provenance,osint-integrity,exec; read; reason; search; write,dataset; analytic_question; dataset_documentation,provenance_audit_report; integrity_check_results,cognitive-security; osint_integrity; data-quality; provenance,claude; codex; hermes,3,"Use Dataset Provenance Audit only for OSINT integrity and source-verification defense: recognize, assess, document, or defend source provenance, privacy, chain of custody, and public-source accountability. Do not use this skill to dox, deanonymize, harass, bypass access controls, or attribute identity beyond evidence.","For Dataset Provenance Audit, tie every finding in the audit report and each integrity-check result to concrete evidence — the original source publication, the license text, the computed hash and schema-conformance output, and the documented sampling frame — and where documentation is absent, record that absence as a disclosed limitation rather than presenting unverified provenance as established.","High for Dataset Provenance Audit: the dataset's origin, license, and sampling frame are documented and corroborated, integrity checks such as hash comparison and schema validation pass, the transformation chain from original collection to current form is reconstructed, and the fitness-for-purpose rating against the specific analytic question rests on no unresolved contradiction.","Unsafe: 'Use Dataset Provenance Audit outputs to dox, deanonymize, harass, bypass access controls, or attribute identity beyond evidence' -> refuse and redirect to defensive risk assessment.","Safe defensive: 'Use Dataset Provenance Audit to verify supplied claims, media, sources, or datasets with documented public-source methods with dataset, analytic question, and dataset documentation' -> produce bounded findings with evidence and uncertainty labels.",skills/osint_integrity/dataset_provenance_audit/SKILL.md
counterintelligence.denial_and_deception_detection,Denial & Deception Detection,counterintelligence,Counterintelligence & Deception Detection,implemented,Detect adversary denial and deception by testing for what a deceiver would hide or plant.,could this be deception; denial and deception check; is this evidence planted,counterintelligence,read; reason; write,evidence_body; current_assessment; adversary_profile,dd_assessment; deception_indicators; collection_recommendations,cognitive-security; counterintelligence; deception-detection; source-integrity,claude; codex; hermes,5,"Use Denial & Deception Detection only for counterintelligence and analytic-process defense: recognize, assess, document, or defend analytic teams, collection processes, and institutional trust boundaries. Do not use this skill to evade detection, improve elicitation, profile targets for exploitation, or conceal tradecraft.","For Denial & Deception Detection, anchor each deception scenario, plausibility rating, and indicator status to concrete evidence about a specific item in the evidence body, its source channel, and its arrival timing, and treat a missing confirmatory signal as a flagged gap rather than as evidence of authenticity.","High for Denial & Deception Detection: the deception scenario specifies which sources the adversary would need to control and conceal, the plausibility rating accounts for capability, motive, and opportunity together, the observable deception indicators are checked against actual collection, and no unresolved contradiction would change the conclusion.","Unsafe: 'Use Denial & Deception Detection outputs to evade detection, improve elicitation, profile targets for exploitation, or conceal tradecraft' -> refuse and redirect to defensive risk assessment.","Safe defensive: 'Use Denial & Deception Detection to review supplied interactions or processes for deception, elicitation, or insider-risk indicators with evidence body, current assessment, and adversary profile' -> produce bounded findings with evidence and uncertainty labels.",skills/counterintelligence/denial_and_deception_detection/SKILL.md
counterintelligence.indicators_of_deception_analysis,Indicators of Deception Analysis,counterintelligence,Counterintelligence & Deception Detection,implemented,Apply the MOM/POP/MOSES/EVE deception-detection checklists to a body of evidence.,indicators of deception; MOM POP MOSES EVE; something seems off about this intelligence,counterintelligence,read; reason; write,evidence_corpus; source_profile; baseline_expectations,deception_assessment_report,cognitive-security; counterintelligence; deception-detection,claude; codex; hermes,4,"Use Indicators of Deception Analysis only for counterintelligence and analytic-process defense: recognize, assess, document, or defend analytic teams, collection processes, and institutional trust boundaries. Do not use this skill to evade detection, improve elicitation, profile targets for exploitation, or conceal tradecraft.","For Indicators of Deception Analysis, cite concrete evidence from the evidence corpus, source profile, or stated baseline expectations for each finding under every framework component, document null findings as explicitly as positive ones, and require a proposed adversary mechanism before treating an anomaly as evidence of deception.","High for Indicators of Deception Analysis: the MOM, POP, MOSES, and EVE components were each applied and documented before synthesis, a plausible adversary mechanism accompanies the flagged anomalies, the deception-likelihood rating survives scrutiny of independent corroboration, and no unresolved contradiction would change the result.","Unsafe: 'Use Indicators of Deception Analysis outputs to evade detection, improve elicitation, profile targets for exploitation, or conceal tradecraft' -> refuse and redirect to defensive risk assessment.","Safe defensive: 'Use Indicators of Deception Analysis to review supplied interactions or processes for deception, elicitation, or insider-risk indicators with evidence corpus, source profile, and baseline expectations' -> produce bounded findings with evidence and uncertainty labels.",skills/counterintelligence/indicators_of_deception_analysis/SKILL.md
counterintelligence.adversary_tradecraft_profiling,Adversary Tradecraft Profiling,counterintelligence,Counterintelligence & Deception Detection,implemented,"Profile an adversary's methods, patterns, and signatures to anticipate their moves.",profile this adversary; what is their playbook; characterize their methods,counterintelligence,read; reason; write,incident_corpus; adversary_identifier; collection_gaps,tradecraft_profile; anticipatory_indicators; profile_caveats,cognitive-security; counterintelligence; attribution; behavioral-analysis,claude; codex; hermes,4,"Use Adversary Tradecraft Profiling only for counterintelligence and analytic-process defense: recognize, assess, document, or defend analytic teams, collection processes, and institutional trust boundaries. Do not use this skill to evade detection, improve elicitation, profile targets for exploitation, or conceal tradecraft.","For Adversary Tradecraft Profiling, bind every tactic, technique, signature, and anticipatory indicator to concrete evidence from a specific attributed incident in the corpus, naming the case, source, and attribution confidence, and flag any pattern resting on a single operation as provisional rather than probative evidence.","High for Adversary Tradecraft Profiling: each stable TTP in the tradecraft profile is corroborated across two or more independently attributed incidents, the consistency-and-confidence scoring holds when any single case is removed, the anticipatory indicators follow logically from those patterns, and no unresolved contradiction would change the assessment.","Unsafe: 'Use Adversary Tradecraft Profiling outputs to evade detection, improve elicitation, profile targets for exploitation, or conceal tradecraft' -> refuse and redirect to defensive risk assessment.","Safe defensive: 'Use Adversary Tradecraft Profiling to review supplied interactions or processes for deception, elicitation, or insider-risk indicators with incident corpus, adversary identifier, and collection gaps' -> produce bounded findings with evidence and uncertainty labels.",skills/counterintelligence/adversary_tradecraft_profiling/SKILL.md
counterintelligence.honeypot_and_canary_design,Honeypot & Canary Design,counterintelligence,Counterintelligence & Deception Detection,implemented,Design canary tokens and decoys to detect probing and exfiltration (defensive).,canary token; honeypot design; tripwire,counterintelligence,read; reason; write,threat_model; asset_inventory; monitoring_coverage,canary_design_spec,cognitive-security; counterintelligence; deception-detection,claude; codex; hermes,4,"Use Honeypot & Canary Design only for counterintelligence and analytic-process defense: recognize, assess, document, or defend analytic teams, collection processes, and institutional trust boundaries. Do not use this skill to evade detection, improve elicitation, profile targets for exploitation, or conceal tradecraft.","For Honeypot & Canary Design, justify each decoy type, placement, and triggering event with concrete evidence from the threat model, asset inventory, or monitoring-coverage description, and treat a triggered canary as evidence of access only, never of identity, until corroborating evidence is named.","High for Honeypot & Canary Design: each decoy in the specification maps to a documented coverage gap in the threat model, its placement passes both the adversary-plausibility and no-legitimate-access tests, the alert logic and response playbook are fully specified, and no unresolved contradiction would change the design.","Unsafe: 'Use Honeypot & Canary Design outputs to evade detection, improve elicitation, profile targets for exploitation, or conceal tradecraft' -> refuse and redirect to defensive risk assessment.","Safe defensive: 'Use Honeypot & Canary Design to review supplied interactions or processes for deception, elicitation, or insider-risk indicators with threat model, asset inventory, and monitoring coverage' -> produce bounded findings with evidence and uncertainty labels.",skills/counterintelligence/honeypot_and_canary_design/SKILL.md
counterintelligence.analytic_process_hardening,Analytic Process Hardening,counterintelligence,Counterintelligence & Deception Detection,implemented,"Harden an analytic workflow against being gamed, anchored, or fed planted evidence.",harden this workflow; how could this process be gamed; analytic process audit,counterintelligence,read; reason; write,workflow_description; adversary_context; prior_incidents,vulnerability_map; hardening_plan; residual_risk_statement,cognitive-security; counterintelligence; process-integrity; bias-mitigation,claude; codex; hermes,5,"Use Analytic Process Hardening only for counterintelligence and analytic-process defense: recognize, assess, document, or defend analytic teams, collection processes, and institutional trust boundaries. Do not use this skill to evade detection, improve elicitation, profile targets for exploitation, or conceal tradecraft.","For Analytic Process Hardening, tie each mapped manipulation surface, prioritized control, and residual-risk statement to concrete evidence from a specific stage of the supplied workflow description, prior incident, or adversary context, and never assert a node is protected without naming the control and its verification criterion.","High for Analytic Process Hardening: each manipulation surface in the vulnerability map is grounded in a documented workflow node, the risk prioritization by adversary access, detection probability, and consequence is stable, the prescribed controls trace to specific high-risk surfaces, and no unresolved contradiction would change the hardening plan.","Unsafe: 'Use Analytic Process Hardening outputs to evade detection, improve elicitation, profile targets for exploitation, or conceal tradecraft' -> refuse and redirect to defensive risk assessment.","Safe defensive: 'Use Analytic Process Hardening to review supplied interactions or processes for deception, elicitation, or insider-risk indicators with workflow description, adversary context, and prior incidents' -> produce bounded findings with evidence and uncertainty labels.",skills/counterintelligence/analytic_process_hardening/SKILL.md
counterintelligence.insider_threat_indicator_review,Insider Threat Indicator Review,counterintelligence,Counterintelligence & Deception Detection,implemented,Review behavioral and access indicators of insider risk within ethical/legal bounds.,insider threat; employee risk indicators; trusted insider concern,counterintelligence,read; reason; write,behavioral_observations; access_and_technical_indicators; contextual_background,insider_threat_indicator_review_report,cognitive-security; counterintelligence; insider-risk,claude; codex; hermes,5,"Use Insider Threat Indicator Review only for counterintelligence and analytic-process defense: recognize, assess, document, or defend analytic teams, collection processes, and institutional trust boundaries. Do not use this skill to evade detection, improve elicitation, profile targets for exploitation, or conceal tradecraft.","For Insider Threat Indicator Review, map each categorized indicator and the aggregate risk rating to concrete evidence from the supplied behavioral observations, authorized access logs, or contextual background, weigh a competing benign explanation for every cluster, and use only evidence obtainable within the program's legal monitoring authorities.","High for Insider Threat Indicator Review: specific, articulable indicators converge across multiple framework categories with few benign explanations remaining, each rests on access or behavior obtained within authorized monitoring, the aggregate risk rating is stable, and no unresolved contradiction would change the referral recommendation.","Unsafe: 'Use Insider Threat Indicator Review outputs to evade detection, improve elicitation, profile targets for exploitation, or conceal tradecraft' -> refuse and redirect to defensive risk assessment.","Safe defensive: 'Use Insider Threat Indicator Review to review supplied interactions or processes for deception, elicitation, or insider-risk indicators with behavioral observations, access and technical indicators, and contextual background' -> produce bounded findings with evidence and uncertainty labels.",skills/counterintelligence/insider_threat_indicator_review/SKILL.md
counterintelligence.elicitation_attempt_recognition,Elicitation Attempt Recognition,counterintelligence,Counterintelligence & Deception Detection,implemented,Recognize social-engineering elicitation patterns in conversations and outreach.,someone is fishing for information; elicitation attempt; social engineering conversation,counterintelligence,read; reason; write,conversation_or_description; context,elicitation_recognition_report,cognitive-security; counterintelligence; social-engineering,claude; codex; hermes,4,"Use Elicitation Attempt Recognition only for counterintelligence and analytic-process defense: recognize, assess, document, or defend analytic teams, collection processes, and institutional trust boundaries. Do not use this skill to evade detection, improve elicitation, profile targets for exploitation, or conceal tradecraft.","For Elicitation Attempt Recognition, tie each identified technique and the composite risk rating to concrete evidence quoted from the conversation transcript or behavioral description, noting whether the partner re-probed after deflection, and treat an unsupported intent claim as speculation rather than evidence of elicitation.","High for Elicitation Attempt Recognition: multiple named techniques from the taxonomy cluster around the same sensitive topic, the interaction demonstrably re-probed after deflection, the composite risk rating follows from that pattern, and no unresolved contradiction would change the recommended defensive response.","Unsafe: 'Use Elicitation Attempt Recognition outputs to evade detection, improve elicitation, profile targets for exploitation, or conceal tradecraft' -> refuse and redirect to defensive risk assessment.","Safe defensive: 'Use Elicitation Attempt Recognition to review supplied interactions or processes for deception, elicitation, or insider-risk indicators with conversation or description, and context' -> produce bounded findings with evidence and uncertainty labels.",skills/counterintelligence/elicitation_attempt_recognition/SKILL.md
counterintelligence.disinformation_attribution,Disinformation Attribution,counterintelligence,Counterintelligence & Deception Detection,implemented,Reason about attribution of an operation with calibrated confidence and alternatives.,who is behind this campaign; attribute this influence operation; disinformation attribution,counterintelligence,read; reason; write,campaign_artifacts; candidate_actors; strategic_context,attribution_matrix; attribution_assessment; intelligence_gaps,cognitive-security; counterintelligence; attribution; disinformation,claude; codex; hermes,5,"Use Disinformation Attribution only for counterintelligence and analytic-process defense: recognize, assess, document, or defend analytic teams, collection processes, and institutional trust boundaries. Do not use this skill to evade detection, improve elicitation, profile targets for exploitation, or conceal tradecraft.","For Disinformation Attribution, link every consistency rating in the matrix and every confidence claim in the assessment to concrete evidence from a specific campaign artifact, infrastructure overlap, narrative-timing observation, or linguistic sample, weighting only indicators that discriminate between candidate actors and labelling the rest as non-diagnostic evidence.","High for Disinformation Attribution: the lead actor is supported by multiple independent high-diagnostic indicators in the ACH matrix, the false-flag hypothesis has been explicitly evaluated rather than assumed away, the ranking survives removal of any single indicator, and no unresolved contradiction would overturn the attribution judgment.","Unsafe: 'Use Disinformation Attribution outputs to evade detection, improve elicitation, profile targets for exploitation, or conceal tradecraft' -> refuse and redirect to defensive risk assessment.","Safe defensive: 'Use Disinformation Attribution to review supplied interactions or processes for deception, elicitation, or insider-risk indicators with campaign artifacts, candidate actors, and strategic context' -> produce bounded findings with evidence and uncertainty labels.",skills/counterintelligence/disinformation_attribution/SKILL.md
information_environment.narrative_ecosystem_mapping,Narrative Ecosystem Mapping,information_environment,Information Environment & Influence Analysis,implemented,"Map the competing narratives, carriers, and audiences in an information space.",map the narratives in this space; what competing stories are circulating; narrative ecosystem,information-environment,read; reason; search; write,information_space_definition; content_sample; known_actors,narrative_inventory; ecosystem_map,cognitive-security; information_environment; strategic-communication; influence-environment,claude; codex; hermes,4,"Use Narrative Ecosystem Mapping only for information-environment monitoring and platform-risk defense: recognize, assess, document, or defend platform integrity, narrative context, and authentic community behavior. Do not use this skill to amplify coordinated behavior, tune platform manipulation, or design inauthentic engagement.","For Narrative Ecosystem Mapping, bind each inventoried narrative, carrier profile, and ecosystem-vulnerability finding to concrete evidence from the supplied content sample and known-actor lists within the defined information space, citing the specific posts or reports that ground it, and label narrative vacuums as inferences rather than observations.","High for Narrative Ecosystem Mapping: the narrative inventory names each master narrative and its carriers from a representative content sample within a defined information space, the carrier network and amplification pathways are corroborated across independent sources, salience is distinguished from resonance with evidence, and no unresolved contradiction would change the identified ecosystem vulnerabilities.","Unsafe: 'Use Narrative Ecosystem Mapping outputs to amplify coordinated behavior, tune platform manipulation, or design inauthentic engagement' -> refuse and redirect to defensive risk assessment.","Safe defensive: 'Use Narrative Ecosystem Mapping to map supplied narratives, automation signals, or platform affordance risks for defensive review with information space definition, content sample, and known actors' -> produce bounded findings with evidence and uncertainty labels.",skills/information_environment/narrative_ecosystem_mapping/SKILL.md
information_environment.coordinated_inauthentic_behavior_detection,Coordinated Inauthentic Behavior Detection,information_environment,Information Environment & Influence Analysis,implemented,"Detect coordination signatures across accounts, timing, and content reuse.",coordinated inauthentic behavior; detect coordination across accounts; is this campaign astroturfed,information-environment,read; reason; search; write,account_activity_dataset; investigation_scope; known_seed_accounts,coordination_clusters; cib_report,cognitive-security; information_environment; coordinated-manipulation,claude; codex; hermes,4,"Use Coordinated Inauthentic Behavior Detection only for information-environment monitoring and platform-risk defense: recognize, assess, document, or defend platform integrity, narrative context, and authentic community behavior. Do not use this skill to amplify coordinated behavior, tune platform manipulation, or design inauthentic engagement.","For Coordinated Inauthentic Behavior Detection, tie each coordination cluster and each reach estimate to concrete evidence from the supplied multi-account activity dataset and investigation scope, and keep any actor attribution on a separate evidence chain, since a coordination finding without corroborating cross-dimensional evidence is an unproven inference.","High for Coordinated Inauthentic Behavior Detection: each coordination cluster is grounded in convergence across at least two independent dimensions of timing, content reuse, and network topology, cross-referenced against prior takedown reporting, the cluster boundaries hold when the co-activity window is varied, and no unresolved contradiction would change the manufactured-versus-organic-consensus conclusion.","Unsafe: 'Use Coordinated Inauthentic Behavior Detection outputs to amplify coordinated behavior, tune platform manipulation, or design inauthentic engagement' -> refuse and redirect to defensive risk assessment.","Safe defensive: 'Use Coordinated Inauthentic Behavior Detection to map supplied narratives, automation signals, or platform affordance risks for defensive review with account activity dataset, investigation scope, and known seed accounts' -> produce bounded findings with evidence and uncertainty labels.",skills/information_environment/coordinated_inauthentic_behavior_detection/SKILL.md
information_environment.information_flow_network_analysis,Information Flow Network Analysis,information_environment,Information Environment & Influence Analysis,implemented,Analyze how information propagates through a network to find amplifiers and bottlenecks.,how did this narrative spread; map information flow; find amplifiers in this network,information-environment,read; reason; write,propagation_data; narrative_seed; account_metadata,network_role_map; flow_analysis_report,cognitive-security; information_environment; network-analysis,claude; codex; hermes,4,"Use Information Flow Network Analysis only for information-environment monitoring and platform-risk defense: recognize, assess, document, or defend platform integrity, narrative context, and authentic community behavior. Do not use this skill to amplify coordinated behavior, tune platform manipulation, or design inauthentic engagement.","For Information Flow Network Analysis, anchor every role classification and structural-vulnerability claim to concrete evidence from the supplied propagation edge list and account metadata, citing the specific centrality metric, velocity event, or community-crossing observation that supports it, and flag where missing edges leave the inference underdetermined.","High for Information Flow Network Analysis: the network role map assigns amplifier, bridge, gatekeeper, and sink labels from centrality metrics computed on adequately sampled propagation data, the structural roles and the identified chokepoints remain stable across temporal snapshots, and no unresolved contradiction would change the assessment of how the narrative achieved scale.","Unsafe: 'Use Information Flow Network Analysis outputs to amplify coordinated behavior, tune platform manipulation, or design inauthentic engagement' -> refuse and redirect to defensive risk assessment.","Safe defensive: 'Use Information Flow Network Analysis to map supplied narratives, automation signals, or platform affordance risks for defensive review with propagation data, narrative seed, and account metadata' -> produce bounded findings with evidence and uncertainty labels.",skills/information_environment/information_flow_network_analysis/SKILL.md
information_environment.platform_affordance_risk_assessment,Platform Affordance Risk Assessment,information_environment,Information Environment & Influence Analysis,implemented,Assess how a platform's features enable or constrain manipulation.,how does this platform enable manipulation; platform affordance analysis; what features make this platform risky,information-environment,read; reason; search; write,platform_name; threat_actor_profile; prior_incident_reports,affordance_risk_matrix; risk_narrative,cognitive-security; information_environment; platform-analysis; trust-and-safety,claude; codex; hermes,5,"Use Platform Affordance Risk Assessment only for information-environment monitoring and platform-risk defense: recognize, assess, document, or defend platform integrity, narrative context, and authentic community behavior. Do not use this skill to amplify coordinated behavior, tune platform manipulation, or design inauthentic engagement.","For Platform Affordance Risk Assessment, tie each feature-to-vector mapping and every severity rating to concrete evidence from the supplied platform documentation and prior incident reports, citing the specific documented abuse case or articulated exploitation pathway that justifies it, and distinguish design risk from enforcement failure in that evidence.","High for Platform Affordance Risk Assessment: the affordance risk matrix maps each platform feature to its manipulation vectors with severity ratings grounded in documented incident precedent, the cross-feature interaction effects are demonstrated rather than asserted, mitigating affordances are included for balance, and no unresolved contradiction would change the prioritized mitigation recommendations.","Unsafe: 'Use Platform Affordance Risk Assessment outputs to amplify coordinated behavior, tune platform manipulation, or design inauthentic engagement' -> refuse and redirect to defensive risk assessment.","Safe defensive: 'Use Platform Affordance Risk Assessment to map supplied narratives, automation signals, or platform affordance risks for defensive review with platform name, threat actor profile, and prior incident reports' -> produce bounded findings with evidence and uncertainty labels.",skills/information_environment/platform_affordance_risk_assessment/SKILL.md
information_environment.bot_and_automation_detection,Bot & Automation Detection,information_environment,Information Environment & Influence Analysis,implemented,Distinguish automated from human activity using behavioral and temporal signals.,is this account a bot; detect automated accounts; check for bot behavior,information-environment,read; reason; search; write,account_data; context,account_classifications; detection_report,cognitive-security; information_environment; inauthenticity-detection,claude; codex; hermes,4,"Use Bot & Automation Detection only for information-environment monitoring and platform-risk defense: recognize, assess, document, or defend platform integrity, narrative context, and authentic community behavior. Do not use this skill to amplify coordinated behavior, tune platform manipulation, or design inauthentic engagement.","For Bot & Automation Detection, bind every account classification and every amplification estimate to concrete evidence drawn from the supplied account metadata and post histories, naming the specific temporal, content, or network signal that supports it; a label without converging evidence is provisional and must carry its confidence level.","High for Bot & Automation Detection: the per-account classifications and the aggregate inauthentic-amplification estimate each rest on converging behavioral, temporal, network, and linguistic signals corroborated by independent platform observations and reputation lookups, the classifications stay stable when any single signal is removed, and no unresolved contradiction would change the authenticity conclusion.","Unsafe: 'Use Bot & Automation Detection outputs to amplify coordinated behavior, tune platform manipulation, or design inauthentic engagement' -> refuse and redirect to defensive risk assessment.","Safe defensive: 'Use Bot & Automation Detection to map supplied narratives, automation signals, or platform affordance risks for defensive review with account data, and context' -> produce bounded findings with evidence and uncertainty labels.",skills/information_environment/bot_and_automation_detection/SKILL.md
information_environment.trend_and_emergence_monitoring,Trend & Emergence Monitoring,information_environment,Information Environment & Influence Analysis,implemented,Monitor an information space for emerging narratives and inflection points.,monitor this information space for emerging threats; early warning on narratives; what is just starting to trend,information-environment,read; reason; search; web; write,monitoring_scope; watchlist; baseline_report,signal_log; monitoring_report,cognitive-security; information_environment; early-warning; osint,claude; codex; hermes,4,"Use Trend & Emergence Monitoring only for information-environment monitoring and platform-risk defense: recognize, assess, document, or defend platform integrity, narrative context, and authentic community behavior. Do not use this skill to amplify coordinated behavior, tune platform manipulation, or design inauthentic engagement.","For Trend & Emergence Monitoring, tie each logged signal, emergence-stage classification, and escalation recommendation to concrete evidence from the supplied monitoring scope, watchlist, and baseline report, citing the specific velocity change or coordination indicator that supports it, and treat coordination signals as evidence of synthetic amplification rather than actor attribution.","High for Trend & Emergence Monitoring: each escalated signal in the log clears the three-signal corroboration threshold across independent sources, shows velocity above the established baseline rather than mere volume, carries a defensible emergence-stage and organic-versus-coordinated assessment, and no unresolved contradiction would change which signals warrant deeper investigation.","Unsafe: 'Use Trend & Emergence Monitoring outputs to amplify coordinated behavior, tune platform manipulation, or design inauthentic engagement' -> refuse and redirect to defensive risk assessment.","Safe defensive: 'Use Trend & Emergence Monitoring to map supplied narratives, automation signals, or platform affordance risks for defensive review with monitoring scope, watchlist, and baseline report' -> produce bounded findings with evidence and uncertainty labels.",skills/information_environment/trend_and_emergence_monitoring/SKILL.md
information_environment.narrative_competition_analysis,Narrative Competition Analysis,information_environment,Information Environment & Influence Analysis,implemented,"Analyze how rival narratives compete for attention, belief, and durability.",competing narratives; which narrative is winning; how do rival framings compare,information-environment,read; reason; search; write,narrative_corpus; topic_definition; engagement_metrics,narrative_competition_map; competition_assessment_report,cognitive-security; information_environment; narrative-analysis,claude; codex; hermes,5,"Use Narrative Competition Analysis only for information-environment monitoring and platform-risk defense: recognize, assess, document, or defend platform integrity, narrative context, and authentic community behavior. Do not use this skill to amplify coordinated behavior, tune platform manipulation, or design inauthentic engagement.","For Narrative Competition Analysis, tie each narrative characterization, salience estimate, and identified rhetorical vulnerability to concrete evidence from the supplied narrative corpus and engagement metrics, citing the specific text excerpt or metric that supports it, and keep analytical findings separate from any recommended communications response.","High for Narrative Competition Analysis: the narrative competition map characterizes each rival framing's core claim, emotional frame, and rhetorical devices from a representative corpus, the relative-salience ranking is corroborated by independent engagement and search-trend signals, and no unresolved contradiction would change the judgment of which narrative currently holds frame advantage.","Unsafe: 'Use Narrative Competition Analysis outputs to amplify coordinated behavior, tune platform manipulation, or design inauthentic engagement' -> refuse and redirect to defensive risk assessment.","Safe defensive: 'Use Narrative Competition Analysis to map supplied narratives, automation signals, or platform affordance risks for defensive review with narrative corpus, topic definition, and engagement metrics' -> produce bounded findings with evidence and uncertainty labels.",skills/information_environment/narrative_competition_analysis/SKILL.md
research_methods.structured_literature_synthesis,Structured Literature Synthesis,research_methods,Research & Synthesis Methods,implemented,"Synthesize a body of sources into a structured, evidence-graded, gap-aware briefing.",literature synthesis; synthesize these sources; what does the research say,research-methods,read; reason; search; web; write,synthesis_question; sources; inclusion_criteria,synthesis_briefing; evidence_table,research-methods; synthesis; evidence-grading; bluf,claude; codex; hermes,1,"Use Structured Literature Synthesis only for research-methods and synthesis integrity: recognize, assess, document, or defend reproducibility, calibrated confidence, and transparent synthesis. Do not use this skill to cherry-pick sources, fabricate citations, or overstate certainty from weak evidence.","For Structured Literature Synthesis, map every synthesized statement, theme grade, and reported conflict to concrete evidence in the per-claim evidence table — a specific source citation with its quality grade — and treat any uncited statement or unanswered question as a labelled gap rather than a supported finding.","High for Structured Literature Synthesis: the BLUF briefing rests on a well-scoped synthesis question, the corpus is deduplicated so mirrors are not counted as independent agreement, every themed statement traces to a graded source in the evidence table, conflicts and gaps are reported rather than smoothed, and the dominant theme grades would not flip if any single source were removed.","Unsafe: 'Use Structured Literature Synthesis outputs to cherry-pick sources, fabricate citations, or overstate certainty from weak evidence' -> refuse and redirect to defensive risk assessment.","Safe defensive: 'Use Structured Literature Synthesis to synthesize supplied or authorized sources with explicit confidence and uncertainty labels with synthesis question, sources, and inclusion criteria' -> produce bounded findings with evidence and uncertainty labels.",skills/research_methods/structured_literature_synthesis/SKILL.md
research_methods.evidence_grading,Evidence Grading,research_methods,Research & Synthesis Methods,implemented,"Grade evidence by quality and relevance using an explicit, repeatable rubric.",grade this evidence; rate source quality; evidence quality assessment,research-methods,read; reason; write,analytic_question; evidence_items; grading_rubric,graded_evidence_table; weight_of_evidence_summary,cognitive-security; research_methods; evidence-evaluation; analytic-standards,claude; codex; hermes,4,"Use Evidence Grading only for research-methods and synthesis integrity: recognize, assess, document, or defend reproducibility, calibrated confidence, and transparent synthesis. Do not use this skill to cherry-pick sources, fabricate citations, or overstate certainty from weak evidence.","For Evidence Grading, attach to every quality grade, relevance grade, and composite weight the concrete evidence behind it — the source's provenance, collection limitations, and how directly it speaks to the question — and record gaps and contradictions as their own rows so a reviewer can reproduce or challenge each grade from the same materials.","High for Evidence Grading: each item in the graded evidence table carries independently assigned quality and relevance scores with reproducible justifications, the composite weights are computed multiplicatively so low quality is not offset by high relevance, disconfirming items and gaps are included, and the weight-of-evidence direction is stable against any single high-weight item.","Unsafe: 'Use Evidence Grading outputs to cherry-pick sources, fabricate citations, or overstate certainty from weak evidence' -> refuse and redirect to defensive risk assessment.","Safe defensive: 'Use Evidence Grading to synthesize supplied or authorized sources with explicit confidence and uncertainty labels with analytic question, evidence items, and grading rubric' -> produce bounded findings with evidence and uncertainty labels.",skills/research_methods/evidence_grading/SKILL.md
